text,label,notes,llm_label,pre_labeled,llm_confidence,id,favorite_count,retweet_count
@warriors @cavs @mbsportsonline #NBAFinals: James drives and scores. 35-28 @cavs | via @mbsportsonline,Hype & Support,,Hype & Support,True,0.5,1004542211273322497,0,0
god draymond better be careful. #gswvscle #nba #nbafinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004535148526776320,0,0
LBJ needs to score. #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004537419776094208,0,0
"The refs completely stole a game from the Cavs, ask give if I give 1 fuck if they make a bad call against the Warriors #NBAFinals",Officiating Complaint,,Officiating Complaint,True,0.9,1004534597709950978,0,0
The passing tonite so far LIT!!!!! #NBAFinals #LIT,Hype & Support,,Hype & Support,True,0.9,1004538293495713792,0,0
I was thinking the same thing #NBAFinals,Hype & Support,,Hype & Support,True,0.6,1004533339510984704,0,0
Great play 28 - 35 #DefendTheLand #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004540327242366987,0,0
#Warriors are 2-8 from 3....and are only down 1. (Gulp) #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004538803326013441,0,0
Caves Fans Gotta Love That !! #NBAFinals #KevinLove,Hype & Support,,Hype & Support,True,0.8,1004532923213668353,0,0
Just got home from umping. Going to attempt to watch the @NBA well see how long this lasts #NBAFinals,Hype & Support,,Hype & Support,True,0.4,1004541349859819525,0,0
The refs calls against the warriors #CavsWarriors #NBAFinals #NBAFinals Game 3,Officiating Complaint,,Officiating Complaint,True,0.8,1004536867939868675,0,0
"Is that you Kevin Love? About damn TIME. Game 3, let's go!!! #NBAFinals",Hype & Support,,Hype & Support,True,0.9,1004533612241354752,0,0
"Lol remember when Paul George drew that exact foul that EVERYONE gets but the NBA was like ""fuck you Paul George"" a.",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004538762569760769,0,0
The @OfficialNBARefs are letting a lot of contact go so far in Game 3 of the #NBAFinals #LeBron needs to just barr.,Officiating Complaint,,Officiating Complaint,True,0.7,1004540286582870017,0,0
"This was expected Cavs needed this, of the warriors are within single digits at halftime Cav fans should be worried #nbafinals",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004533033385381888,0,0
Game 3 is already set warriors vs cavaliers IV in game 1 &amp; 2 warriors wins &amp; they take 2-0 lead &amp; now can warriors.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.6,1004533112246714368,0,0
"NBA Commish to Tonight's Refs: "" You know what to do...."" #NBAFinals",Officiating Complaint,,Officiating Complaint,True,0.95,1004535236489809922,0,0
There is no better sight in sports than Lebron rampaging towards the basket at full speed #NBAFinals,Hype & Support,,Hype & Support,True,0.92,1004540249207386113,0,0
"Cavs 16 Warriors 8, 8 point lead #NBAFinals #WarriorvsCavs",Hype & Support,,Hype & Support,True,0.4,1004534550641422337,0,0
King James. Different gravy. #NBAFinals,Hype & Support,,Hype & Support,True,0.96,1004532386095251456,0,0
Dreymond Green is not worthy to wear #23. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004539584489885697,0,0
Draymond Green is the dick at the YMCA who won't shut the F up during pickup basketball. You can take the A-HOLE.,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004535547283542016,0,0
You just have to love the King's heads up pjay. @KingJames and the @cavs getting it done on game 3 of #NBAFinals.,Hype & Support,,Hype & Support,True,0.8,1004540850305724422,0,0
Roots pizza and watching the #NBAFinals with my guy @sportsrapport. Let's go LeBron!,Hype & Support,,Hype & Support,True,0.85,1004532711023960069,0,0
JR Smith did something right twice I repeat JR Smith did something right twice #NBAFinals #nba #GoCavs #WhateverItTakes,Hype & Support,,Hype & Support,True,0.7,1004533541651312640,0,0
Watching my boo get turnt over this game has me pumped up too #NBAFinals #CavsVsWarriors,Hype & Support,,Hype & Support,True,0.8,1004536102433288193,0,0
KEVIN'D FUCKING LOVE!!! #YesIAddedADToHisName #NBAonABC #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004533057666371585,0,0
The worst thing these officials could do is try to make up for the poor officiating in games 1 and 2. Just call a good game. #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.95,1004536091200970753,0,0
Kevin Durant starts fast with 13 1st quarter points! #DubNation #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004539621269786624,0,0
when did larry nance jr. become spiderman #nbafinals,Hype & Support,,Hype & Support,True,0.7,1004537345536692225,0,0
mama's watching game 3 #nbafinals #NBAONABSCBN gogogo . cavs .,Hype & Support,,Hype & Support,True,0.75,1004541784184127488,0,0
Remember when Steph Curry couldn't grow a beard?!? He's come a long way... lmaoooo!! Cavs in 6! #NbaFinals #CavsVsWarriors,Hype & Support,,Hype & Support,True,0.8,1004535030239121408,0,0
"When LeBron pushes off it's an offensive foul. When Jordan does it, it's the greatest shot of all time. #NBAFinals #LeBron",Officiating Complaint,,Officiating Complaint,True,0.9,1004541683537596417,0,0
Klay rushed those last 2 shots a bit. 2nd one was really off balance. #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.95,1004534360631119872,0,0
Draymond with a nice basket on the breakaway #NBAFinals,Hype & Support,,Hype & Support,True,0.85,1004534193743892480,0,0
they finally called carry in the NBA #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.7,1004532868612321280,0,0
Look at steve scream without getting a T ?? #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.8,1004534462552723456,0,0
Being LeBron must be like being the guy with a 200 IQ in a room full of mere 160 IQ geniuses. #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004532651456434177,0,0
And just like that...warriors are back in it #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004538734656835584,0,0
"Kevin Durant saying ""Don't fucking foul nobody"" #NBAFinals #DubNation #Game3",Hype & Support,,Hype & Support,True,0.7,1004538895843889152,0,0
Two fouls on Curry. This is good for the Cavs. #NBAFinals #WhateverItTakes,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004534352510738432,0,0
"Great first quarter, was a tad worried about my warriors but they reeled it back in real quick 1pt difference, let.",Hype & Support,,Hype & Support,True,0.8,1004538880165666816,0,0
@KingJames WITH THE SELF PASS ALLY OOP!!!! GET OUT THE WAY !!!! @cavs #nbafinals,Hype & Support,,Hype & Support,True,0.9,1004532644439347200,0,0
"Same call KD just got.. they refused to give Harden several times, and LeBron. Why only GS get that call? #NBAFINALS",Officiating Complaint,,Officiating Complaint,True,0.85,1004538260146749440,0,0
David west has seen that jeff green flop before just by someone else #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004538797265117184,0,0
Looks like the refs are trying to level this one out. #NBAFinals #DubNation,Officiating Complaint,,Officiating Complaint,True,0.8,1004535193649238020,0,0
I don't understand why they guard draymond so far out. The dude is only somewhat reliable and the dude isn't even l.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004542503482208257,0,0
This was basically how I watched the Pistons in the NBA playoffs in 2005. It's also why I don't drink anymore.,Hype & Support,,Hype & Support,True,0.6,1004532073217085440,0,0
I love the Finals? #NBAFinals #NBAonABC #Warriors #GoldenStateWarriors,Hype & Support,,Hype & Support,True,0.95,1004535663310655488,0,0
Someone please GIF that ASAP! #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004532298786754560,0,0
"#NBA?? UFFF LEBRON JAMES, THE KING. #NBAFinals?? #WhateverItTakes?",Hype & Support,,Hype & Support,True,0.9,1004534800378720256,0,0
First quarter comes to An end #NBAFinals,Hype & Support,,Hype & Support,True,0.6,1004538467131580417,0,0
Durant is having a monster game. #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004537708847517696,0,0
1st Quarter comes to an end wat a comeback by the Warriors to close the 8 point gap. Warriors 28 Cavs 29 #NBAFinals #WarriorsvsCavs,Hype & Support,,Hype & Support,True,0.9,1004538773127008256,0,0
FUCKK GS needs to up their game quick! #DubNation #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004538065610653696,0,0
FINALLY we get a call!@ #NBAFinals #Warriors,Officiating Complaint,,Officiating Complaint,True,0.7,1004541334663909376,0,0
"Durant with an excellent start, this is his best work thus far in these finals #NBAFinals #NBATwitter",Hype & Support,,Hype & Support,True,0.9,1004538388706312193,0,0
Jeff Green the flopper. #NBAFinals #nbaonabc #DubNation #Warriors,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004538295987023872,0,0
EVERY SINGLE YEAR of the #NBAFinals the Warriors always do so terrible in Game 3 in Cleveland. Last year is the onl.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004542623141556225,0,0
LeBron passes to the only person he can trust. @KingJames @NBA #NBAFinals,Hype & Support,,Hype & Support,True,0.6,1004542974531796992,0,0
"Ohhh myyy, that self alley-pop from LeBron #Cavs #NBAFinals",Hype & Support,,Hype & Support,True,0.9,1004532427275063297,0,0
Why Javale McGee looking like a giraffe galloping up and down the court clumsy ass #NBAFINALS,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004534469087367168,0,0
@warriors @Money23Green my Brother you need to relax the #NBARefs are wack we all know that but your Team is going.,Officiating Complaint,,Officiating Complaint,True,0.8,1004537916989820928,0,0
"Serious question: Should Lebron get a rebound, assist and the points on the play? #NBAFinals",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004533228563288067,0,0
Something happened and people are yelling. I think it's a foul 8 think it's because his edges aren't lined correctl.,Officiating Complaint,,Officiating Complaint,True,0.6,1004534439202959362,0,0
That off the backboard dunk is basically a put back slam. It counts as a rebound not an assist. Cmon guys #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004533348218429445,0,0
"That's the problem with the Warriors, Klay is cold, Draymond and Steph are in foul trouble and they still have a 7.",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004540417327558656,0,0
"Lebron essentially gets his eye poked out in game 1 (its still completely red a week later), rolls ankle in game 3,.",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004542667349528581,0,0
"KD, let's go! #NBAFinals #StrengthInNumbers",Hype & Support,,Hype & Support,True,0.9,1004537668577841152,0,0
Day day is losing it...#nbafinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004535208463478784,0,0
AYYYYE CLEVELAND!!! TURN UP!!! #Cavs #WhateverItTakes #NBAFinals,Hype & Support,,Hype & Support,True,0.95,1004532998711148544,0,0
I think JR smith actually took those MVP chants in Oakland way too seriously #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004542774748897280,0,0
Still don't make up for that fuck up bruh. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004542769770065920,0,0
This was like 2 different completely games in the first quarter. 1st half of the quarter Cavs were fully in control.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004538008572440583,0,0
What a start from the cavs!!! #NBAFinals,Hype & Support,,Hype & Support,True,0.95,1004533019418529797,0,0
Imagine if tjat was Demarcus cousins screaming after that foul lmfao. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.85,1004535261093552129,0,0
How many other players have done this?? Does everyone have to bust a nut everytime LBJ does something that isn't ne.,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004534070489989122,0,0
LeBron James coming through. #Cavs #NBAFinals,Hype & Support,,Hype & Support,True,0.95,1004540043367550977,0,0
Cleveland Just Magically Plays Better At Home &amp; Golden St. Doesnt Play Too Well On The Road... #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004532273524367360,0,0
"Awww dang even just under the hoop, Korver can't get a shot to go in #NBAFinals",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004540464387665920,0,0
Haha LeBron just did THAT in the NBA finals. #NBAFinals #CLEvsGSW,Hype & Support,,Hype & Support,True,0.9,1004532439971127296,0,0
King is now 5th on NBA FINALS REBOUNDS LIST #NBAFinals #WhateverItTakes #LeBron #LebronJames,Hype & Support,,Hype & Support,True,0.9,1004539392235622400,0,0
@warriors @cavs @mbsportsonline #NBAFinals: Durant draws a foul on Green with 1.0 second left in the 1st. | via @mbsportsonline,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004538353230872577,0,0
JR Smith THREE! #StrengthInNumbers 34 #WhateverItTakes 42 6:39 2Q #NBAFinals,Hype & Support,,Hype & Support,True,0.95,1004542308270759936,0,0
@DevInTheLab Games 1 and 2 #NBAFinals JR Smith 5-for-19 Kyke Korver 1-for-6 Maybe Rodney Hood should play more?.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004541207895105541,0,0
T HIM UP AGAIN AFTER THAT SHIT! DOUBLE BLOODY STANDARD! #nbafinals,Officiating Complaint,,Officiating Complaint,True,0.9,1004535589176213504,0,0
"GET UP, YOU BIG BABY. DAVID WEST ISNT THAT BIG, AND HE BARELY TOUCHED YOU. DEAR GOD. #NBAFinals",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004538408201486337,0,0
"Nice try Tony Brothers, we know this is you",Officiating Complaint,,Officiating Complaint,True,0.85,1004542986582097920,0,0
C'monnnnnnn Cavs I need this type of vim for the whole game pls #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004533139325276163,0,0
[#NBAFinals] The @warriors Will Never Learn,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004541297422684161,0,0
"To be fair, this is Ty Lue 99.9% of the time anyway",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004541456118190080,0,0
Shhhheeeeeesh Bron Bron! Throw it up to yourself?! #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004532543650070528,0,0
James read the play of the Warriors and scores at the other end. 31-28 CLE. #NBAonBTV #ThisIsWhyWePlay #PlayByPlayEveryDay #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.95,1004539719781269504,0,0
JR Smith may be the most streaky player of all time... but he's been consistently streaky since he entered the NBA..,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004542691865255938,0,0
Ty Lou always got that face Lmfaoooo,Hype & Support,,Hype & Support,True,0.7,1004537261252173825,0,0
@JeanieBuss ma'am can un please take @Giannis_An34 and @KingJames to @Lakers we gotta win now. I miss a Super Laker.,Hype & Support,,Hype & Support,True,0.6,1004535577142628352,0,0
I like how tristen still running his mouth i would shut up if i was him last time they was roasting the hell.,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.85,1004537111700230144,0,0
LeBron Russ Giannis Porzingis Harden Shaq KD Draymond Green Kevin Love #Oceans8 #NBAFinals,Hype & Support,,Hype & Support,True,0.5,1004538817343258632,0,0
#WhateverItTakes if we can keep @KlayThompson on ice and hold @StephenCurry30 n @KDTrey5 under 40 combined we gotta.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004542111675543552,0,0
Draymond Green sounds like Dramamine lol. I need to coin that. And this is what I think about when I'm forced to watch #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004537680556945409,0,0
Did #LebronJames just pull the TMac in the #NBAFinals #Game3 #cavs,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004533590791806976,0,0
"Taking ""doing it on his own"" to new levels",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004536341244325888,0,0
Mouth pieces work best when being chewed on the side of your mouth. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004541152530452480,0,0
What Lebron sees on a fast break whenever Shaun Livingston is in front of him. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004541888769265670,0,0
Keep it up @Money23Green.. can't wait until you're watching from the locker room. #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.95,1004535230315651072,0,0
Lebron is ridiculous! That off the backboard pass to himself for a dunk!!? Get em Cavs!!!! #NBAFinals,Hype & Support,,Hype & Support,True,0.99,1004532409046577152,0,0
"Warriors getting beat on the glass by the Cavs in the 1st qtr. Btw, Kevin Durant has all of their 7 rebounds #NBAFinals",Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004538539005145088,0,0
I damn near lost my mind! #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004542133494210561,0,0
"Sooo I walk back in to watch Gane 3, and my friend says ""He (referring to LeBron) is blind."" He goes on to say that.",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.6,1004539524393979904,0,0
cavs for game 3 #WhateverItTakes,Hype & Support,,Hype & Support,True,0.95,1004532224912326656,0,0
Rodney Hood is not the answer only Love can conquer hate (Curry) #nbafinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004537068192784391,0,0
#NBAFinals #GSvsCAV #Game3 #DubNation THE STORY OF THE FIRST QUARTER was @Money23Green picking up a tech. which put.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004538386106015744,0,0
"Draymond, once again that is not your shot... #NBAFinals",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004532704011046912,0,0
That's an illegal screen. Arms up and leaned at Green. Not gonna sweat it though there will be much more to sweat I.,Officiating Complaint,,Officiating Complaint,True,0.7,1004538096644427776,0,0
Hard home slant with the refs tonight I see...so let's take that excuse off the board immediately please lol #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.8,1004534423218515968,0,0
LeBron out here passin to casper #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004537536260304896,0,0
You can do this guys c'mon! #StrengthInNumbers #NBAFinals #DubNation,Hype & Support,,Hype & Support,True,0.95,1004536855218384898,0,0
cavs win the game but steph curry catches the golden snitch #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004540645569187845,0,0
That should have been another tech on green #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.85,1004535597061627906,0,0
@WindhorstESPN @OfficialNBARefs Will they give us the latest Vegas lines as well? #NBAFinals #Fixed,Officiating Complaint,,Officiating Complaint,True,0.9,1004540682084630529,0,0
He said Lebron is a Runaway freight train #WhateverItTakes #NBAFinals,UNSURE,,UNSURE,True,,1004540480808542208,0,0
My boy @kevinlove clapped on GayD #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004534811606872069,0,0
I'm asking the hard hitting questions for Dan and Stugotz during the @NBA Finals. #LeBatardWatchParty #nba.,Hype & Support,,Hype & Support,True,0.8,1004538179960139778,0,0
Let the whistles blow #nbafinals,Officiating Complaint,,Officiating Complaint,True,0.7,1004534606132142083,0,0
"And again, officials faked out by a player throwing his head back as if fouled, but wasn't. Worthy of a technical. #NBAFinals",Officiating Complaint,,Officiating Complaint,True,0.95,1004534746779652098,0,0
Very late comment but that rendition of the #NationalAnthem by a proud Navy man was fantastic- one of the best I th.,Hype & Support,,Hype & Support,True,0.85,1004536191927058432,0,0
If Bron brings another ring to Cleveland does that make him the GOAT? #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.8,1004540597758132225,0,0
Draymond Green is a bum #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004534865037889536,0,0
"@OfficialNBARefs @LWOSLALakers This is more entertaining than the #NBAFinals ! Hilarious! E1 on #Twitter tonight ""i.",Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004541722507071490,0,0
Nope. I'm not falling for this trap. I'm just waiting for the 3s to put the Cavs out of their misery. #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.85,1004536574061826048,0,0
can't wait for the warriors to complain about refs #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004536254229241857,0,0
NBA: The warriors take the floor in Cleveland! #NBAFinals : #NBAonABC,Hype & Support,,Hype & Support,True,0.8,1004532041264914432,0,0
In a NBA Finals game at that! Damn,Hype & Support,,Hype & Support,True,0.6,1004533936494555136,0,0
Prolly because they were wrong....,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004538475222220801,0,0
It's odd that Curry can't shoot on the road #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.9,1004540087500144640,0,0
They called a forearm push by LeBron after the 500 he gets away with every game??? Shocker #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.95,1004541362849570816,0,0
Wish I was emotionally invested in the #NBAFinals it's going boring not,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.8,1004535255213019141,0,0
#DrinkingGame Take a shot every time Draymond bitches to the refs. #NBAFinals #ImAlreadyDrunk,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.9,1004539944935837701,0,0
LEBROOOOOOOOOOON JAAAAAAMEEEEEEES #NBAFinals,Hype & Support,,Hype & Support,True,0.99,1004532320962072577,0,0
GO CAVS! #NBAFinals #NBAONABSCBN,Hype & Support,,Hype & Support,True,0.98,1004540995235540992,0,0
KLAY THOMPSON FOR THREEEEEEEEE #DubNation #NBAFinals #NBAnaESPN,Hype & Support,,Hype & Support,True,0.99,1004537391967887360,0,0
@NBA your referees. Are. Atrocious. #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.95,1004535227186806784,0,0
First to check in for the #Cavs will be Rodney Hood. #NBAFinals,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.6,1004535343226515457,0,0
Rodney Hood is playing with the exact kind of energy this team needed #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004540269293907971,0,0
Only the King can do this in the #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004533426190462977,0,0
NBA is bringing in soccer flopping #NBAFinals,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.7,1004538451264491521,0,0
#NBAFinals @hahatoldyouso a wasted first quarter by Cleveland,Criticism & Trash Talk,,Criticism & Trash Talk,True,0.85,1004537550956949504,0,0
"Looks like the NBA just activated the ""prolong this series as much as possible"" switch to the refs. #NBAFinals",Officiating Complaint,,Officiating Complaint,True,0.9,1004534742686068736,0,0
7 points and 6 boards already! #NBAFinals #TheJump #WhateverItTakes #DubNation,Hype & Support,,Hype & Support,True,0.95,1004534720225513472,0,0
NBA Finals | Game 3 Q1 &amp; 10:10 to go @Cavs 10 @Warriors 4 #LeBronJames #SFG #StriveForGreatness 1r/2a #AllForOne.,Game/Tactical Analysis,,Game/Tactical Analysis,True,0.7,1004532041344569344,0,0
I'm asking the hard hitting questions for Dan and Stugotz during the @NBA Finals. #LeBatardWatchParty #nba? ?.,Hype & Support,,Hype & Support,True,0.6,1004538392821018626,0,0
Television commercials just a stream of lies and bullshit. #NBAFinals,Officiating Complaint,,Officiating Complaint,True,0.2,1004539193312374784,0,0
Lebron out there like he's competing in the dunk contest #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004532657764622341,0,0
NBA Finals 2018 Game 3: GOLDEN STATE WARRIORS VS CLEVELAND CAVALIERS LIVE STREAMING,Hype & Support,,Hype & Support,True,0.4,1004533399090892801,0,0
"@stephenasmith @IAmSteveHarvey If this series goes 7 games, you KNOW the #NBA? ? is fixed. #DubNation? ? #WhateverItTakes? ? #NBAFinals? ?",Officiating Complaint,,Officiating Complaint,True,0.9,1004542163642929152,0,0
@JaeRichards out here blocking everything #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004534118711996417,0,0
I need the #Cavs to win this game #NBAFinals,Hype & Support,,Hype & Support,True,0.9,1004540517357670401,0,0
Not sure who is worse the refs or the commentators #NBAfinals,Officiating Complaint,,Officiating Complaint,True,0.8,1004536750398681090,0,0
This crowd is lit #NBAFinals #GSvsCLE,Hype & Support,,Hype & Support,True,0.9,1004531997551755264,0,0
I'm going to let the #NBAFinals continue in but allow me to take a moment to say CONGRATS to my son on ANOTHER coll.,Hype & Support,,Hype & Support,True,0.3,1004532263529406464,0,0
@espn King James ain't messing around! #DubNation about to realize this series far from over. #Cavs #NBAFinals,Hype & Support,,Hype & Support,True,0.8,1004536345090375681,0,0
Cleveland win this game #nba #nbafinals,Hype & Support,,Hype & Support,True,0.9,1004542211940405248,0,0
